Source,Target,{weight}
ME92WaNDGVM,GgOE64kgjjo,{5}
ME92WaNDGVM,R_wscUcbynk,{5}
ME92WaNDGVM,kpk2tdsPh0A,{5}
ME92WaNDGVM,QKsRNoLyXO8,{5}
ME92WaNDGVM,ACuk2TXoNhc,{5}
ME92WaNDGVM,OxXZkYsthzM,{5}
ME92WaNDGVM,xlQ0psr7Th4,{5}
ME92WaNDGVM,xgnqURzfuOI,{5}
GgOE64kgjjo,7u1tVD7UEqw,{5}
GgOE64kgjjo,_XkKufyIiAY,{5}
GgOE64kgjjo,D6cpa-TvKn8,{5}
GgOE64kgjjo,AtDUnJCoTb8,{5}
GgOE64kgjjo,vfFbui-9du8,{5}
7u1tVD7UEqw,iZT6JEOC3D8,{5}
7u1tVD7UEqw,kDluReuJDOk,{5}
7u1tVD7UEqw,Ktr9dYUumAs,{5}
iZT6JEOC3D8,Y99Wj-NStok,{5}
iZT6JEOC3D8,v4HnZ4-_HzI,{5}
iZT6JEOC3D8,7rIJNT7dCmE,{5}
iZT6JEOC3D8,bt1DFNSNbRk,{5}
iZT6JEOC3D8,_XkKufyIiAY,{5}
iZT6JEOC3D8,ywpmvj5o4hs,{5}
iZT6JEOC3D8,dmLSJrA0n9w,{5}
iZT6JEOC3D8,Nwq8OOuYmfI,{5}
Y99Wj-NStok,7rIJNT7dCmE,{5}
Y99Wj-NStok,SLgms78JVo0,{5}
Y99Wj-NStok,JCRKUuhGC1A,{5}
Y99Wj-NStok,kDluReuJDOk,{5}
Y99Wj-NStok,i1AHCaokqhg,{5}
Y99Wj-NStok,pXSwCC4Vwxg,{5}
Y99Wj-NStok,dNL8rdn00IU,{5}
Y99Wj-NStok,7k-UaBIr1mI,{5}
7rIJNT7dCmE,1cAlXqHAqXw,{5}
7rIJNT7dCmE,Y99Wj-NStok,{5}
7rIJNT7dCmE,UuzUKT2Shn8,{5}
7rIJNT7dCmE,HfGkxTi9ZEY,{5}
7rIJNT7dCmE,oudZMniib08,{5}
7rIJNT7dCmE,V1RO2DUAQ2U,{5}
7rIJNT7dCmE,iZT6JEOC3D8,{5}
7rIJNT7dCmE,kDluReuJDOk,{5}
7rIJNT7dCmE,U7RzoIEoSMY,{5}
7rIJNT7dCmE,AFrQ1_2bbsI,{5}
7rIJNT7dCmE,X_eXSzyZudM,{5}
7rIJNT7dCmE,R_wscUcbynk,{5}
7rIJNT7dCmE,_XkKufyIiAY,{5}
SLgms78JVo0,q_9t1I3g6xg,{5}
SLgms78JVo0,q0jwDR4rbCM,{5}
SLgms78JVo0,DJ_wEoW8Qcg,{5}
JCRKUuhGC1A,iZT6JEOC3D8,{5}
JCRKUuhGC1A,7rIJNT7dCmE,{5}
JCRKUuhGC1A,i1AHCaokqhg,{5}
JCRKUuhGC1A,_XkKufyIiAY,{5}
JCRKUuhGC1A,U7RzoIEoSMY,{5}
JCRKUuhGC1A,V1RO2DUAQ2U,{5}
JCRKUuhGC1A,Y99Wj-NStok,{5}
v4HnZ4-_HzI,iZT6JEOC3D8,{5}
v4HnZ4-_HzI,52bXJDoJeig,{5}
v4HnZ4-_HzI,4tnPH1AxSxw,{5}
UuzUKT2Shn8,R_wscUcbynk,{5}
UuzUKT2Shn8,iZT6JEOC3D8,{5}
UuzUKT2Shn8,7rIJNT7dCmE,{5}
UuzUKT2Shn8,oudZMniib08,{5}
UuzUKT2Shn8,Y99Wj-NStok,{5}
UuzUKT2Shn8,GgOE64kgjjo,{5}
UuzUKT2Shn8,gds7tj0yYmg,{5}
UuzUKT2Shn8,oHg4oTMu5Yc,{5}
kDluReuJDOk,KS0AwoEYHZU,{5}
kDluReuJDOk,Y99Wj-NStok,{5}
kDluReuJDOk,dNL8rdn00IU,{5}
kDluReuJDOk,4WoMl-fEPtc,{5}
kDluReuJDOk,V5HfJD4aKlA,{5}
kDluReuJDOk,oudZMniib08,{5}
KS0AwoEYHZU,yzqq8I3JFz4,{5}
KS0AwoEYHZU,0a4pxBpkJ8Q,{5}
KS0AwoEYHZU,mfLRBS3RYW0,{5}
i1AHCaokqhg,UuzUKT2Shn8,{5}
i1AHCaokqhg,E6qRbk5Cscw,{5}
i1AHCaokqhg,XuyPIGFstws,{5}
dNL8rdn00IU,shNyq0TfHBs,{5}
dNL8rdn00IU,Crlxv5EwkuE,{5}
dNL8rdn00IU,iZT6JEOC3D8,{5}
dNL8rdn00IU,YcppnDs2Rz8,{5}
dNL8rdn00IU,3QtK0MB_PDE,{5}
dNL8rdn00IU,vBdHFz9gTtM,{5}
Ktr9dYUumAs,u0aRVjtjmB4,{5}
Ktr9dYUumAs,OW_SyxTuszQ,{5}
Ktr9dYUumAs,JCRKUuhGC1A,{5}
u0aRVjtjmB4,Ktr9dYUumAs,{5}
u0aRVjtjmB4,_XkKufyIiAY,{5}
u0aRVjtjmB4,UuzUKT2Shn8,{5}
u0aRVjtjmB4,gds7tj0yYmg,{5}
u0aRVjtjmB4,oudZMniib08,{5}
u0aRVjtjmB4,7rIJNT7dCmE,{5}
u0aRVjtjmB4,dNL8rdn00IU,{5}
_XkKufyIiAY,7rIJNT7dCmE,{5}
_XkKufyIiAY,Y99Wj-NStok,{5}
_XkKufyIiAY,UuzUKT2Shn8,{5}
OW_SyxTuszQ,AS0CdFEZ98s,{5}
OW_SyxTuszQ,i6oUU6GN5C8,{5}
OW_SyxTuszQ,u4ThAzHxpHo,{5}
HfGkxTi9ZEY,IqqTl8L55-U,{5}
HfGkxTi9ZEY,g3KGH1urH7Y,{5}
HfGkxTi9ZEY,hlRKje-OCYA,{5}
oudZMniib08,lWaCqqgmn0U,{5}
oudZMniib08,bENhRluxwuM,{5}
oudZMniib08,HD5EUpsZNCA,{5}
oudZMniib08,u0aRVjtjmB4,{5}
oudZMniib08,wjge1bVobN0,{5}
oudZMniib08,BlxlduEBGNA,{5}
V1RO2DUAQ2U,FM4YBoUmK6s,{5}
V1RO2DUAQ2U,Uaiu949aSGU,{5}
V1RO2DUAQ2U,JCRKUuhGC1A,{5}
V1RO2DUAQ2U,kDluReuJDOk,{5}
V1RO2DUAQ2U,U7RzoIEoSMY,{5}
V1RO2DUAQ2U,7rIJNT7dCmE,{9}
V1RO2DUAQ2U,e-3R3RipnfI,{4}
V1RO2DUAQ2U,UuzUKT2Shn8,{4}
U7RzoIEoSMY,UuzUKT2Shn8,{5}
U7RzoIEoSMY,yEA5nz6oPbU,{5}
U7RzoIEoSMY,AFrQ1_2bbsI,{5}
U7RzoIEoSMY,JXnK66cL0gE,{5}
pXSwCC4Vwxg,Ojbpe2ZXxss,{5}
pXSwCC4Vwxg,whxwrEDJEuQ,{5}
pXSwCC4Vwxg,wO61D9x6lNY,{5}
3QtK0MB_PDE,pmS9e7kzgS4,{5}
3QtK0MB_PDE,Ktr9dYUumAs,{5}
3QtK0MB_PDE,kDluReuJDOk,{5}
R_wscUcbynk,UuzUKT2Shn8,{5}
R_wscUcbynk,mAh4IJysiLU,{5}
R_wscUcbynk,Y99Wj-NStok,{5}
R_wscUcbynk,l7ePi38LnrA,{5}
R_wscUcbynk,u0aRVjtjmB4,{5}
R_wscUcbynk,D6cpa-TvKn8,{5}
R_wscUcbynk,AtDUnJCoTb8,{5}
R_wscUcbynk,TBR9ypSOTGQ,{5}
R_wscUcbynk,7u1tVD7UEqw,{5}
R_wscUcbynk,UeMgDs6CtT0,{5}
mAh4IJysiLU,UuzUKT2Shn8,{5}
mAh4IJysiLU,Y99Wj-NStok,{5}
mAh4IJysiLU,_XkKufyIiAY,{5}
D6cpa-TvKn8,R-0F5l5vUQA,{5}
D6cpa-TvKn8,JCRKUuhGC1A,{5}
D6cpa-TvKn8,V1RO2DUAQ2U,{5}
D6cpa-TvKn8,u0aRVjtjmB4,{5}
D6cpa-TvKn8,mAh4IJysiLU,{5}
R-0F5l5vUQA,6P0tY4uOz-g,{5}
R-0F5l5vUQA,iOVyNobXTxw,{5}
R-0F5l5vUQA,7rIJNT7dCmE,{5}
R-0F5l5vUQA,UPFyMA4WtYI,{5}
R-0F5l5vUQA,O9dTmzRAL_4,{5}
R-0F5l5vUQA,rvLFEh7V18A,{5}
6P0tY4uOz-g,Q7V0Xl5L6jc,{5}
6P0tY4uOz-g,WCU8v9VQ6Hc,{5}
6P0tY4uOz-g,Dxz-AzyI1tI,{5}
iOVyNobXTxw,JWux0udX7X0,{5}
iOVyNobXTxw,bzcdvNslKhc,{5}
iOVyNobXTxw,N3cX2EJG5lU,{5}
iOVyNobXTxw,tbspCQqJRKs,{5}
iOVyNobXTxw,Prnur9J8p_8,{5}
iOVyNobXTxw,HD5EUpsZNCA,{5}
iOVyNobXTxw,n4IWQKQYoVE,{5}
iOVyNobXTxw,R_wscUcbynk,{5}
bzcdvNslKhc,n7ZzpiVBMv8,{5}
bzcdvNslKhc,iOVyNobXTxw,{5}
