Id;Genre;Probabilities
9lFkNHn8dYQ;Gaming; {'20': 1.2499}
xRmbFCFEOKc;Gaming; {'20': 0.9999}
6fxLOz16mvo;Gaming; {'20': 0.9999}
g9o0xve8nfI;Gaming; {'20': 0.9999}
ip-2UhFr1pg;Gaming; {'20': 0.9999}
D1tpDxdbxp8;Gaming; {'20': 0.9999}
7WsEDQeoFlI;Gaming; {'20': 0.9866, '22': 0.0133}
EYK9j7ZvFr8;Gaming; {'20': 0.9999}
dMizE7kj4Ok;Gaming; {'20': 0.9999}
foUD4nMCrqw;Gaming; {'20': 0.9999}
EY1H31iSguo;Gaming; {'20': 0.9999}
0bD71-L99YY;Gaming; {'20': 0.9999}
z0XeGO7nSxg;Gaming; {'20': 0.9999}
18WjEBpmEGE;People & Blogs; {'20': 0.7, '22': 0.2, '1': 0.1}
uLeC-hLQ2G0;Gaming; {'20': 0.96, '1': 0.02, '22': 0.02}
Tg7OVSIP6cg;Gaming; {'20': 0.9999}
eTmx23Euu7Y;Gaming; {'20': 0.975, '22': 0.025}
adu5L0rD3to;Gaming; {'20': 0.8666, '24': 0.0333, '27': 0.1}
gZaiAr408Zs;Gaming; {'20': 0.9999}
n1DLqPQ_JAc;Gaming; {'20': 0.9999}
bJVGlrkgT6c;Gaming; {'20': 0.9, '22': 0.0999}
KWWs8J_BPtQ;Gaming; {'20': 0.9999}
wiYwsWR2crk;Gaming; {'20': 0.9999}
-RcFSiQrmg8;Gaming; {'20': 0.9, '22': 0.1}
NdJ53CmONuw;Gaming; {'20': 0.9999}
0mIagHycicE;Gaming; {'20': 0.9999}
SELEQGX89eQ;Gaming; {'20': 0.9999}
oC_ZHFiueCc;Gaming; {'20': 0.9999}
y1mz5E8IAW0;Gaming; {'20': 0.9, '22': 0.1}
D5SODc2UUk0;Gaming; {'20': 0.9999}
ksb_-y9W1vQ;Gaming; {'20': 0.9999}
3WKeQgHvTQU;Gaming; {'20': 0.9999}
nhjucF9Td9w;Gaming; {'20': 0.9999}
HzlqVbXU6po;Gaming; {'22': 0.1, '20': 0.9}
IFKNur_8LVQ;Gaming; {'20': 0.9, '22': 0.1}
m0J9PsHjGjc;Gaming; {'20': 0.9, '22': 0.1}
N4P6U8A3U40;Gaming; {'20': 0.9999}
mDZjJ0OREaA;Gaming; {'20': 0.95, '22': 0.05}
L5aQzCJW5-s;People & Blogs; {'20': 0.95, '17': 0.05}
Nb0twM0c_l4;Gaming; {'20': 0.95, '23': 0.05}
6HZ-nfMfu8o;Gaming; {'20': 0.9999}
CGa2CR9-q5s;Gaming; {'20': 0.9999}
7zvFjesUu50;Gaming; {'22': 0.1, '20': 0.9}
3V7CVimRCRw;Gaming; {'20': 0.9, '10': 0.1}
4le6BgsyjPQ;Gaming; {'20': 0.9, '22': 0.1}
mDu30sX4K3g;Gaming; {'20': 0.9, '22': 0.1}
ahyd-tw2s0Q;Gaming; {'20': 0.9999}
xurNjWulIo0;Gaming; {'20': 0.9, '24': 0.1}
Ia6fUErG8qI;Gaming; {'20': 0.9999}
RvC667FIGXE;Gaming; {'20': 0.95, '22': 0.05}
dD3CGghskeM;Gaming; {'20': 0.9999}
XTqxaMORK9M;Gaming; {'20': 0.9, '1': 0.1}
8VG_P5fwpqg;Gaming; {'20': 0.9, '22': 0.1}
Q-VZG0H4M8M;Gaming; {'20': 0.8499, '1': 0.05, '22': 0.1}
zsGavaxHm1Q;Gaming; {'20': 0.9999}
6WFNlsj3h3M;Gaming; {'20': 0.9, '22': 0.1}
SKBlyYj3W5o;Gaming; {'20': 0.95, '22': 0.05}
KfV_Chbb7oY;Gaming; {'20': 0.9999}
qakVKpJ5Jtc;Gaming; {'20': 0.8499, '23': 0.1, '24': 0.05}
QDk5qKc9vjQ;Gaming; {'20': 0.9999}
S12BqBXK2FQ;Gaming; {'20': 0.9999}
Sb0-I8FkUWU;Gaming; {'20': 0.7999, '28': 0.2}
TPXgh-AQ2Lw;Gaming; {'20': 0.9999}
1ao-eTy1pSM;Gaming; {'20': 0.9999}
