Source,Target,weight
NKiMoM0dO1Q,3pXUWufkpoY,1
NKiMoM0dO1Q,423h9r0SGh4,1
NKiMoM0dO1Q,7LuTGEtWKf0,3
NKiMoM0dO1Q,hVsZZp3wccM,1
NKiMoM0dO1Q,KZbC8IVWFNM,1
NKiMoM0dO1Q,_GSZIchOt0o,1
NKiMoM0dO1Q,I_yA295MU_U,1
7LuTGEtWKf0,GLw3TPRtegg,2
7LuTGEtWKf0,E3te2FP6AWg,1
7LuTGEtWKf0,NKiMoM0dO1Q,2
7LuTGEtWKf0,yhazVoVCtZU,1
GLw3TPRtegg,QZGlhkeehZ4,1
GLw3TPRtegg,TTSEDCpMI90,1
GLw3TPRtegg,Bz4eYfZ3t3k,1
GLw3TPRtegg,-ddVcTFS87A,1
GLw3TPRtegg,ZlraBkzeit4,1
GLw3TPRtegg,axtgFRvTEwM,1
GLw3TPRtegg,1_y312JINYY,1
GLw3TPRtegg,159idhAvpgU,1
GLw3TPRtegg,nQIplI1FocU,1
QZGlhkeehZ4,QrH28LslpWM,1
QZGlhkeehZ4,ZDfAUECD_tY,1
QZGlhkeehZ4,5AObrH_wWBE,1
QZGlhkeehZ4,s1VkPy8y7gw,1
QZGlhkeehZ4,b76ESyLsSlc,1
QZGlhkeehZ4,WPbRIaTXMpw,1
QZGlhkeehZ4,bcY6hWJcky8,2
QZGlhkeehZ4,sctcpoCjIa4,1
QZGlhkeehZ4,KZbC8IVWFNM,1
QZGlhkeehZ4,1gl__LLKMIs,1
QZGlhkeehZ4,qgpUibSQM7U,1
QrH28LslpWM,HR4YBpLYb-8,1
QrH28LslpWM,3lOX7K8_cHM,1
QrH28LslpWM,HHI8KAzlCKo,1
QrH28LslpWM,K4fz0PAqzfo,1
QrH28LslpWM,ALRLKWBuZ2w,1
QrH28LslpWM,BKGolXvWVcs,1
ZDfAUECD_tY,S8gCAIABPM0,1
ZDfAUECD_tY,QrXm2U8dfOo,1
ZDfAUECD_tY,0X3DRFa11dk,1
QrXm2U8dfOo,Lnlz6WGQ7Ec,1
QrXm2U8dfOo,s1VkPy8y7gw,1
